arm,prompt_id,sparsity,intervention_kind,purpose,representation,pool,score,selection_rule,n_cells,jaccard_median,jaccard_iqr,recall_median,spearman_rho_vs_exact_median,swaps_per_query_block_median,frac_query_blocks_changed_median,frac_decisions_changed_median,frac_cells_mask_identical_to_deployed,changed_pair_gap_fp64_median,reference_margin_norm_fp64_median,rel_l2_median,cosine_median,sparsification_error_median,wrong_mask_excess_median,wrong_mask_excess_iqr,signed_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_median,abs_wrong_mask_over_sparsification_p90,frac_cells_arm_worse_than_deployed,random_matched_excess_median,isolation_ratio_abs,frac_cells_random_worse_than_arm,representation_saturation_frac_median,deployed_score_ties_median,exact_ties_fp64_total,selector_budget_violating_rows_total,selector_budget_violating_frac_max,pool_semantics,score_semantics,select_semantics
VA_FP8,p04,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.983411969207847,0.008561103343969645,0.9916366185897436,0.9999603887655562,0.2676282051282051,0.2564102564102564,0.0008577827087442472,0.0,0.0017147706226677104,0.002138433722699777,0.3464043587446213,0.9526422023773193,0.34619317948818207,-2.5406479835510254e-06,0.0003430452197790146,-7.243186502567508e-06,0.0004950475314813705,0.0017093214798968345,0.49398148148148147,-0.0021172016859054565,833.3313782991203,0.2835648148148148,1.418284909959766e-06,234.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p05,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9909132676502118,0.00444270421062487,0.9954358974358974,0.9999565156025764,0.5705128205128205,0.5016025641025641,0.0018285667324128862,0.0,0.0013093713833771587,0.0008251885081836032,0.1691105216741562,0.9869714379310608,0.16921859979629517,-7.413327693939209e-07,0.00013946089893579483,-4.463031328384675e-06,0.0004034141151521394,0.0014572978991359061,0.4965277777777778,-0.00032189488410949707,434.2110552763819,0.4321759259259259,1.401982785864675e-06,327.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p05,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9864578069732188,0.006819097284200382,0.9931827431827431,0.9999565156025764,0.42948717948717946,0.3942307692307692,0.0013765614727153188,0.0,0.0015642588588250976,0.0012665848812426499,0.24936474114656448,0.9735089540481567,0.24947474896907806,-4.336237907409668e-06,0.00023526139557361603,-1.9893476841145028e-05,0.0004885967373566616,0.0018082652938576338,0.48842592592592593,-0.0010042190551757812,231.58762886597938,0.3789351851851852,1.401982785864675e-06,300.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p05,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9822306050528614,0.010120501292889439,0.991035657051282,0.9999565156025764,0.28685897435897434,0.27403846153846156,0.0009194197896120973,0.0,0.0017918123211675633,0.002076267647233391,0.31265687942504883,0.9601844549179077,0.31253038346767426,8.940696716308594e-07,0.00034378841519355774,2.315480391201615e-06,0.0005674759579699102,0.0021909464878389546,0.500462962962963,-0.00168648362159729,1886.3,0.34791666666666665,1.401982785864675e-06,247.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p06,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9913961474143763,0.0034298519714128783,0.9956794871794872,0.9999611795256276,0.5400641025641025,0.4791666666666667,0.001730974687705457,0.0,0.0012159800553404802,0.0008288105597913729,0.2133462280035019,0.9800712168216705,0.21330200135707855,8.568167686462402e-07,0.0001659095287322998,4.270474135067556e-06,0.00039123082032512354,0.0014039237744023479,0.5037037037037037,-0.0006060898303985596,707.3739130434783,0.3648148148148148,1.3938317238171294e-06,313.0,0,36,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p06,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9873616096253981,0.005634764911586432,0.9936406186406186,0.9999611795256276,0.4006410256410256,0.3701923076923077,0.0012841058514135436,0.0,0.0014611762015953856,0.001283386818593608,0.2981657087802887,0.9637371301651001,0.2981490343809128,-1.30385160446167e-06,0.00027512386441230774,-2.432059314804641e-06,0.00045782513035032106,0.0016563791963758393,0.4979166666666667,-0.0014238804578781128,1092.057142857143,0.3127314814814815,1.3938317238171294e-06,287.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p06,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.983116496176383,0.00904998086297748,0.9914863782051282,0.9999611795256276,0.2724358974358974,0.26121794871794873,0.0008731919789612098,0.0,0.0016837010543310222,0.002080408652207129,0.3692357838153839,0.9473235905170441,0.36923445761203766,-8.001923561096191e-06,0.0004201717674732208,-2.3685891232186833e-05,0.0005575040693147892,0.0020295858217315894,0.48912037037037037,-0.0022259801626205444,278.1806331471136,0.29074074074074074,1.3938317238171294e-06,237.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p07,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.990506813657939,0.005176218409205902,0.9952307692307693,0.9999509891689766,0.5961538461538461,0.5160256410256411,0.001910749506903353,0.0,0.0014181690556217424,0.0008497264859377683,0.21061496436595917,0.9793087542057037,0.21059146523475647,-5.21540641784668e-08,0.0001485198736190796,-3.0191968298088237e-07,0.0004066897552419201,0.0014742912753802078,0.4997685185185185,-0.0007749646902084351,14859.142857142857,0.34652777777777777,1.5242487165778584e-06,346.0,0,48,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p07,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9856551166784524,0.008365222131641814,0.9927757427757428,0.9999509891689766,0.4551282051282051,0.41185897435897434,0.0014587442472057857,0.0,0.0017035204210132135,0.0012854724620193713,0.33249762654304504,0.9517967402935028,0.3326541930437088,-6.094574928283691e-06,0.00027340371161699295,-2.5402500297861473e-05,0.00049357729894544,0.00204036732602277,0.4863425925925926,-0.002634868025779724,432.33007334963327,0.25763888888888886,1.5242487165778584e-06,319.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p07,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9806576402321083,0.012553927646359986,0.990234375,0.9999509891689766,0.3125,0.296474358974359,0.001001602564102564,0.0,0.0019435558595330017,0.0020518228098484487,0.404587060213089,0.9301383197307587,0.4043515473604202,-5.751848220825195e-06,0.00041059404611587524,-2.0031117816569928e-05,0.0005779908176883576,0.0023534952598822795,0.48842592592592593,-0.004430234432220459,770.2279792746114,0.23125,1.5242487165778584e-06,264.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p08,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9915995352934418,0.0032082321421685878,0.9957820512820513,0.9999599202697869,0.5272435897435898,0.46955128205128205,0.0016898833004602236,0.0,0.0012379062954204693,0.0008564789877889672,0.22118322551250458,0.9780638515949249,0.2211449071764946,-1.3709068298339844e-06,0.00015887431800365448,-6.80040713909429e-06,0.00036528508236070514,0.0012580949359360925,0.49444444444444446,-0.000849798321723938,619.8804347826087,0.3136574074074074,1.3856806617695838e-06,308.0,0,36,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p08,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9875625663582588,0.005321595743367102,0.9937423687423688,0.9999599202697869,0.3942307692307692,0.36538461538461536,0.001263560157790927,0.0,0.0014979958979234845,0.0013042710279578037,0.3036844879388809,0.9611886143684387,0.30331985652446747,-3.56137752532959e-06,0.00026256218552589417,-1.30451794349057e-05,0.0004245622356066148,0.001516618966935636,0.4912037037037037,-0.001870088279247284,525.1025104602511,0.2462962962962963,1.3856806617695838e-06,288.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p08,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9833134684147795,0.008854119011056705,0.9915865384615384,0.9999599202697869,0.2692307692307692,0.25801282051282054,0.0008629191321499013,0.0,0.001715128710333393,0.002111601970547155,0.3664851784706116,0.9454726874828339,0.3667117804288864,-8.940696716308594e-07,0.0003782734274864197,-2.0578101229399216e-06,0.0005110427157442171,0.001793674352789083,0.4986111111111111,-0.0029925554990768433,3347.116666666667,0.22013888888888888,1.3856806617695838e-06,235.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p09,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9910403185664509,0.004062988536677858,0.9955,0.9999584494223732,0.5625,0.4935897435897436,0.0018028846153846155,0.0,0.00132230557535282,0.0008543472024638636,0.19655431061983109,0.98243248462677,0.19661778956651688,-2.8312206268310547e-07,0.00015364401042461395,-2.158786034020393e-06,0.0004005698548144703,0.0013035182392295082,0.4986111111111111,-0.000674717128276825,2383.1315789473683,0.3599537037037037,1.4264359720073116e-06,323.0,0,36,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p09,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.986708780795957,0.0065205582068937895,0.9933099308099308,0.9999584494223732,0.421474358974359,0.38782051282051283,0.001350879355687048,0.0,0.0015976383098253628,0.0013060027830985514,0.28367219865322113,0.965664803981781,0.2836446613073349,5.960464477539063e-08,0.00025963038206100464,6.445950032155621e-08,0.0004760324593332032,0.0016157512381404099,0.5,-0.0016367584466934204,27460.25,0.3050925925925926,1.4264359720073116e-06,299.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p09,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.982427401340283,0.010317018521002752,0.9911358173076923,0.9999584494223732,0.28365384615384615,0.2708333333333333,0.0009091469428007889,0.0,0.0018186700049894246,0.002116150922193984,0.357609361410141,0.9481206834316254,0.3576381057500839,-5.342066287994385e-06,0.0003903210163116455,-1.3982797675283315e-05,0.0005632687384557189,0.001983889195208164,0.4928240740740741,-0.0027333199977874756,511.6596931659693,0.2763888888888889,1.4264359720073116e-06,245.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p10,0.8,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9912690510837099,0.0035371856183775696,0.9956153846153846,0.9999599154331063,0.548076923076923,0.483974358974359,0.0017566568047337279,0.0,0.0012099299625378604,0.0008237585746623478,0.191087543964386,0.9838045537471771,0.19113872200250626,-1.169741153717041e-06,0.00014449097216129303,-4.500730134119898e-06,0.00037181693341247336,0.0012990887933920603,0.4962962962962963,-0.00044574588537216187,381.0636942675159,0.40162037037037035,1.3530764135794016e-06,313.0,0,72,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p10,0.9,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9871104708469178,0.005771243452116881,0.993513431013431,0.9999599154331063,0.40865384615384615,0.3782051282051282,0.0013097879684418146,0.0,0.0014531282813923766,0.0012651926104980948,0.26898421347141266,0.9697620868682861,0.2690359801054001,-6.973743438720703e-06,0.00024141743779182434,-2.4915078101423933e-05,0.00043986830186202734,0.0015834085325669516,0.4826388888888889,-0.0011516958475112915,165.14743589743588,0.355787037037037,1.3530764135794016e-06,288.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_FP8,p10,0.95,intervention_a,"routing input quantized to FP8-E4M3, kernel arithmetic unchanged",fp8_e4m3,kernel,kernel,kernel,4320,0.9830180247281395,0.009047286533565457,0.9914362980769231,0.9999599154331063,0.2740384615384615,0.26282051282051283,0.0008783284023668639,0.0,0.0016698650556973625,0.002058497373744323,0.3345707952976227,0.9562370181083679,0.3347241282463074,-4.336237907409668e-06,0.0003672502934932709,-1.4159170010579865e-05,0.0005315832321514083,0.0019190811265303112,0.4928240740740741,-0.001843869686126709,425.2233676975945,0.3372685185185185,1.3530764135794016e-06,238.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p01,0.8,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9766977743936764,0.0088324603036245,0.9882115384615384,0.9996589227974351,1.473557692307692,0.8701923076923077,0.0047229413214990145,0.0,0.004074869262033817,0.0008585681424010778,0.1799263134598732,0.9850212037563324,0.18001074343919754,-5.412846803665161e-05,0.0004209522157907486,-0.00028475876170863895,0.0011999245342970907,0.005013257976298527,0.4203703703703704,-0.0014998391270637512,27.708878183069512,0.38564814814814813,0.08789988979697227,326.5,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p01,0.9,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9675675675675676,0.01420839360727788,0.9835164835164835,0.9996589227974351,1.0384615384615383,0.7532051282051282,0.0033284023668639054,0.0,0.0038686602160373906,0.0012994446882484472,0.26085737347602844,0.9702558219432831,0.2611015737056732,-3.853440284729004e-05,0.000609077513217926,-0.00014618304549691866,0.0011508721843153439,0.005917435198961452,0.4583333333333333,-0.0034427642822265625,89.34261407579272,0.32592592592592595,0.08789988979697227,303.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p01,0.95,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9590875643855776,0.020223961258912015,0.9791165865384616,0.9996589227974351,0.6682692307692307,0.5689102564102564,0.002141888560157791,0.0,0.0037201887432563897,0.0021088596427138915,0.327170193195343,0.9552017450332642,0.32723937928676605,-5.714595317840576e-06,0.0008109193295240402,-1.945910890593194e-05,0.001192428698321585,0.005777415004652528,0.4960648148148148,-0.00556066632270813,973.063885267275,0.29976851851851855,0.08789988979697227,249.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p02,0.8,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9765850691804774,0.007882647464129366,0.9881538461538462,0.9996583014881635,1.4807692307692306,0.875,0.0047460552268244575,0.0,0.003966813715342148,0.0008351908232747366,0.17278693616390228,0.986781895160675,0.17285160720348358,-2.826191484928131e-05,0.00038493797183036804,-0.00015724330908907668,0.0010946507533502144,0.004988086686223225,0.4546296296296296,-0.0003546774387359619,12.549660581295722,0.4842592592592593,0.08789954707026482,324.0,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p02,0.9,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9682078754349513,0.012890281954173854,0.9838471713471714,0.9996583014881635,1.017628205128205,0.7451923076923077,0.003261628862590401,0.0,0.003783257968384704,0.0012886912384254827,0.2570445388555527,0.9725497364997864,0.25705498456954956,-1.309812068939209e-05,0.0005907975137233734,-5.25118882710752e-05,0.0011269559230964526,0.005889805472242422,0.48726851851851855,-0.0021749287843704224,166.04891922639362,0.4125,0.08789954707026482,298.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p02,0.95,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9603377184370705,0.0174724815432713,0.9797676282051282,0.9996583014881635,0.6474358974358975,0.5560897435897436,0.0020751150558842866,0.0,0.0036189318943811496,0.0021243144700614273,0.330461785197258,0.9574213624000549,0.33039841055870056,1.0699033737182617e-05,0.0007797889411449432,3.3496102517975316e-05,0.0011485078958371937,0.006024334632349043,0.5104166666666666,-0.003394901752471924,317.3091922005571,0.3886574074074074,0.08789954707026482,243.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p03,0.8,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9766602045083058,0.008082843339883405,0.9881923076923077,0.999670302159213,1.4759615384615383,0.8733974358974359,0.004730645956607495,0.0,0.003924769475760969,0.0008336685779420485,0.17787669599056244,0.9857409596443176,0.17780262231826782,-3.1762756407260895e-05,0.0004030689597129822,-0.00016686935099393942,0.0011075196890219371,0.005306665631525138,0.45625,-0.000704742968082428,22.187714411376632,0.45208333333333334,0.08791796863079071,325.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p03,0.9,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9683064213293279,0.013147516165002426,0.9838980463980463,0.999670302159213,1.0144230769230769,0.7467948717948718,0.003251356015779093,0.0,0.003770939367554879,0.0012806769398954,0.2603440135717392,0.9712692499160767,0.2603085935115814,-1.516193151473999e-05,0.0006356686353683472,-5.666161871456341e-05,0.0011885611767708864,0.006038874223091279,0.4842592592592593,-0.0025250837206840515,166.54103194103195,0.3923611111111111,0.08791796863079071,300.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p03,0.95,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.96000098275127,0.018330250646383717,0.9795923477564102,0.999670302159213,0.6530448717948718,0.5592948717948718,0.002093092537804076,0.0,0.00358944492948645,0.0020853210010376806,0.3347339630126953,0.9568260610103607,0.33439214527606964,3.018975257873535e-05,0.0008372664451599121,9.721596265799859e-05,0.0012082170750799585,0.006077515932274243,0.5233796296296296,-0.003995880484580994,132.3588351431392,0.36041666666666666,0.08791796863079071,245.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p04,0.8,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9777377722558889,0.007339916238946698,0.9887435897435898,0.9996871255444222,1.407051282051282,0.8573717948717948,0.004509779750164366,0.0,0.003744770882114188,0.0008332509353356908,0.1975763663649559,0.9824963212013245,0.19740910828113556,-1.2069940567016602e-05,0.00036605820059776306,-5.898756508228413e-05,0.000902953054975569,0.004059796373166618,0.48171296296296295,-0.001395486295223236,115.61666666666666,0.38078703703703703,0.08840620890259743,314.5,0,24,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p04,0.9,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.969884498784857,0.011926551057890533,0.9847120472120472,0.9996871255444222,0.9631410256410257,0.7211538461538461,0.003086990466798159,0.0,0.003552580245396698,0.0013032289814614642,0.2776561379432678,0.9676972031593323,0.2775108963251114,-4.604458808898926e-06,0.0005664452910423279,-1.5546429078223794e-05,0.000985796662195444,0.004606816540197664,0.49444444444444446,-0.003289461135864258,714.4077669902913,0.32013888888888886,0.08840620890259743,287.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p04,0.95,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9620713373292719,0.01654322800727792,0.9806690705128205,0.9996871255444222,0.6185897435897436,0.5352564102564102,0.0019826594345825114,0.0,0.003395421437061887,0.002138433722699777,0.34590722620487213,0.9525924623012543,0.34619317948818207,7.02589750289917e-06,0.0007570050656795502,2.5838102443631312e-05,0.001039552138038782,0.004760105627652117,0.5069444444444444,-0.005071967840194702,721.8960763520679,0.28217592592592594,0.08840620890259743,235.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p05,0.8,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9763346593356474,0.008629884658548193,0.988025641025641,0.9996569958570292,1.4967948717948718,0.8774038461538461,0.004797419460880999,0.0,0.003969637958694108,0.0008251885081836032,0.16911473125219345,0.9869670271873474,0.16921859979629517,-1.8771737813949585e-05,0.0003941599279642105,-0.00010146760140489304,0.0011465144396047688,0.0051494555383597655,0.4726851851851852,-0.0008571259677410126,45.660448501686844,0.44212962962962965,0.08804870769381523,326.0,0,48,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p05,0.9,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9674198633736206,0.013765562434353673,0.9834401709401709,0.9996569958570292,1.0432692307692308,0.7564102564102564,0.003343811637080868,0.0,0.0037858234440410845,0.0012665848812426499,0.2493089661002159,0.9734549820423126,0.24947474896907806,-5.848705768585205e-06,0.0005968660116195679,-2.088750535466179e-05,0.0011963942950146572,0.006573792192422162,0.49444444444444446,-0.002432584762573242,415.9184713375796,0.387037037037037,0.08804870769381523,302.0,0,12,0.00013354700854700856,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
VA_NVFP4,p05,0.95,intervention_a,"routing input quantized to NVFP4, kernel arithmetic unchanged",nvfp4,kernel,kernel,kernel,4320,0.9589914647306975,0.018986245094842258,0.9790665064102564,0.9996569958570292,0.6698717948717948,0.5721153846153846,0.002147024983563445,0.0,0.0036195610259340816,0.002076267647233391,0.3123873919248581,0.9601946473121643,0.31253038346767426,9.551644325256348e-06,0.0007618572562932968,3.340938583657792e-05,0.0012058872401170112,0.006033355744735368,0.50625,-0.004023738205432892,421.2613104524181,0.3587962962962963,0.08804870769381523,246.0,0,0,0.0,pool=kernel_fused_block_mean_bf16_read_fp32_acc_bf16_write,score=kernel_bf16_torch_matmul_acc_fp32_bf16_out,select=kernel_fused_topk_mask_fp32_bisect_index_order_ties
